"chr"	"start"	"end"	"RBPs"	"strand"	"IGF2BP1wt_rep1"	"IGF2BP1wt_rep2"	"IGF2BP1R167C_rep1"	"IGF2BP1R167C_rep2"	"IGF2BP1R167H_rep1"	"IGF2BP1R167H_rep2"	"gene_ID"	"gene_name"	"gene_type"	"feature"
"chr2"	164700609	164700617	"IGF2BP1wt"	"-"	16.296	14.22333333	14.58	6.891428571	11.67666667	3.066666667	"ENSG00000082438.18"	"COBLL1"	"protein_coding"	"CDS"
"chr2"	164730031	164730039	"IGF2BP1R168C,IGF2BP1wt"	"-"	10.57428571	18.55	7.971428571	15.03125	0.272	6.631428571	"ENSG00000082438.18"	"COBLL1"	"protein_coding"	"CDS"
"chr2"	164743744	164743753	"IGF2BP1R168C,IGF2BP1R168H,IGF2BP1wt"	"-"	12.66	9.302857143	10.92	4.061428571	10.94	5.1825	"ENSG00000082438.18"	"COBLL1"	"protein_coding"	"CDS"
"chr2"	165911432	165911444	"IGF2BP1R168H,IGF2BP1wt"	"-"	15.58	31.9	10.44	25.05285714	8.346666667	13.016	"ENSG00000123607.16"	"TTC21B"	"protein_coding"	"CDS"
"chr2"	165912515	165912523	"IGF2BP1wt"	"-"	17.63	18.00666667	2.88	11.77666667	9.308	3.94	"ENSG00000123607.16"	"TTC21B"	"protein_coding"	"CDS"
"chr2"	165917350	165917362	"IGF2BP1R168C,IGF2BP1R168H,IGF2BP1wt"	"-"	13.272	13.70666667	17.36571429	3.38	9.388571429	6.398333333	"ENSG00000123607.16"	"TTC21B"	"protein_coding"	"CDS"
"chr2"	165931784	165931799	"IGF2BP1R168C,IGF2BP1R168H,IGF2BP1wt"	"-"	12.70888889	6.051111111	9.469090909	13.39181818	5.217777778	4.85375	"ENSG00000123607.16"	"TTC21B"	"protein_coding"	"CDS"
"chr2"	167954594	167954602	"IGF2BP1wt"	"-"	8.94	6.98	6.87	2.63	4.18	0.195	"ENSG00000198648.11"	"STK39"	"protein_coding"	"3UTR"
"chr2"	168129582	168129590	"IGF2BP1wt"	"-"	12.47	18.895	2.67	2.88	0.1657142857	0	"ENSG00000198648.11"	"STK39"	"protein_coding"	"CDS"
"chr2"	168182002	168182012	"IGF2BP1R168C,IGF2BP1R168H,IGF2BP1wt"	"-"	12	5.15	14.86	8.165	11.71428571	8.635714286	"ENSG00000198648.11"	"STK39"	"protein_coding"	"CDS"
"chr2"	168547682	168547690	"IGF2BP1R168C"	"+"	1.24	3.9	8.18	9.9	7.5	0	"ENSG00000172292.15"	"CERS6"	"protein_coding"	"CDS"
"chr2"	168770470	168770478	"IGF2BP1R168C"	"+"	6.826666667	0	9.668	9.734	3	0.9	"ENSG00000172292.15"	"CERS6"	"protein_coding"	"3UTR"
"chr2"	168773536	168773544	"IGF2BP1wt"	"+"	9.886666667	7.88	3.18	5.13	0.3333333333	1.3625	"ENSG00000172292.15"	"CERS6"	"protein_coding"	"3UTR"
"chr2"	168774964	168774972	"IGF2BP1wt"	"+"	8.38	8.286666667	0	1.54	3.68	7.88	"ENSG00000172292.15"	"CERS6"	"protein_coding"	"3UTR"
"chr2"	169637696	169637704	"IGF2BP1wt"	"+"	4.516666667	9.352	0.81	2.696	0	1.088333333	"ENSG00000138398.17"	"PPIG"	"protein_coding"	"3UTR"
"chr2"	169805508	169805524	"IGF2BP1R168C,IGF2BP1wt"	"+"	10.59076923	5.556363636	14.22	16.15533333	13.38	0.6771428571	"ENSG00000138385.16"	"SSB"	"protein_coding"	"CDS"
"chr2"	169806797	169806810	"IGF2BP1R168C,IGF2BP1R168H,IGF2BP1wt"	"+"	19.69454545	45.35	46.20444444	42.402	29	22.856	"ENSG00000138385.16"	"SSB"	"protein_coding"	"CDS"
"chr2"	169811710	169811718	"IGF2BP1R168C,IGF2BP1wt"	"+"	22.335	29.1425	26.6	39.78	12	0	"ENSG00000138385.16"	"SSB"	"protein_coding"	"CDS"
"chr2"	169811798	169811810	"IGF2BP1R168C,IGF2BP1R168H,IGF2BP1wt"	"+"	6.05	5.525	8.322857143	14.119	6.873333333	5.27	"ENSG00000138385.16"	"SSB"	"protein_coding"	"3UTR"
"chr2"	169822000	169822008	"IGF2BP1wt"	"-"	5.906666667	11.905	1.755	3.928	1.36	0	"ENSG00000138382.15"	"METTL5"	"protein_coding"	"CDS"
"chr2"	170717326	170717334	"IGF2BP1wt"	"+"	19.94666667	9.113333333	9.865714286	5.707142857	0	9.564285714	"ENSG00000204335.4"	"SP5"	"protein_coding"	"CDS"
"chr2"	170717946	170717954	"IGF2BP1wt"	"+"	22.72	25.24	5.34	21.79	8	9.828	"ENSG00000204335.4"	"SP5"	"protein_coding"	"3UTR"
"chr2"	170949559	170949570	"IGF2BP1R168C,IGF2BP1R168H"	"+"	22.79111111	21.8375	23.0675	31.90375	12.325	28.237	"ENSG00000115806.13"	"GORASP2"	"protein_coding"	"CDS"
"chr2"	170950258	170950266	"IGF2BP1R168C"	"+"	12.93	1.715	13.824	21.574	4.59	1.77	"ENSG00000115806.13"	"GORASP2"	"protein_coding"	"CDS"
"chr2"	170951354	170951362	"IGF2BP1R168C"	"+"	17.93	4.816666667	9.384	8.21	0	0.03333333333	"ENSG00000115806.13"	"GORASP2"	"protein_coding"	"CDS"
"chr2"	170951418	170951426	"IGF2BP1wt"	"+"	6.077142857	21.23714286	7.44	0.515	1.616666667	0	"ENSG00000115806.13"	"GORASP2"	"protein_coding"	"CDS"
"chr2"	170956484	170956493	"IGF2BP1R168C,IGF2BP1wt"	"+"	50.34285714	45.155	43.8925	53.0975	29.4	22.31166667	"ENSG00000115806.13"	"GORASP2"	"protein_coding"	"CDS"
"chr2"	170961705	170961713	"IGF2BP1wt"	"+"	10.555	7.072	5.776	8.01	1	4.9475	"ENSG00000115806.13"	"GORASP2"	"protein_coding"	"CDS"
"chr2"	170966219	170966234	"IGF2BP1R168C,IGF2BP1wt"	"+"	49.89384615	43.19230769	24.51454545	37.42571429	16.3125	21.26	"ENSG00000115806.13"	"GORASP2"	"protein_coding"	"3UTR"
"chr2"	170966618	170966626	"IGF2BP1R168H"	"+"	3.706666667	6.776666667	0	7.203333333	7.59	4.9375	"ENSG00000115806.13"	"GORASP2"	"protein_coding"	"3UTR"
"chr2"	170966734	170966742	"IGF2BP1wt"	"+"	15.42571429	14.81666667	2.19	19.91375	3.36	0	"ENSG00000115806.13"	"GORASP2"	"protein_coding"	"3UTR"
"chr2"	171050136	171050144	"IGF2BP1R168H"	"-"	28.41333333	18.61666667	14.716	23.60666667	11.18	14.80333333	"ENSG00000198586.14"	"TLK1"	"protein_coding"	"CDS"
"chr2"	171056484	171056492	"IGF2BP1R168C"	"-"	2.033333333	1.1	3.737142857	9.715	0.7866666667	0	"ENSG00000198586.14"	"TLK1"	"protein_coding"	"CDS"
"chr2"	171321717	171321725	"IGF2BP1R168C"	"-"	5.435	6.891428571	6.66	3.9	0	0.13	"ENSG00000123600.20"	"METTL8"	"protein_coding"	"3UTR"
"chr2"	171729786	171729794	"IGF2BP1wt"	"+"	3.34	5.484	7.776	7.3275	1.18	0	"ENSG00000077380.16"	"DYNC1I2"	"protein_coding"	"CDS"
"chr2"	171946738	171946746	"IGF2BP1R168C"	"+"	7.8	2.69	7.212	12.89	7.36	0	"ENSG00000128708.13"	"HAT1"	"protein_coding"	"CDS"
"chr2"	171979282	171979290	"IGF2BP1R168C"	"+"	0	11.236	5.6	18.842	8.684	0	"ENSG00000128708.13"	"HAT1"	"protein_coding"	"CDS"
"chr2"	171979320	171979328	"IGF2BP1R168H"	"+"	1.833333333	16.18333333	0	9.385	13.45	22.0875	"ENSG00000128708.13"	"HAT1"	"protein_coding"	"CDS"
"chr2"	171983247	171983259	"IGF2BP1R168H,IGF2BP1wt"	"+"	24.28727273	24.52909091	13.49	16.51272727	12.848	22.588	"ENSG00000128708.13"	"HAT1"	"protein_coding"	"CDS"
"chr2"	172474162	172474174	"IGF2BP1R168C,IGF2BP1wt"	"+"	6.18	5.624	3.554285714	4.8875	2.816	0.4	"ENSG00000091409.15"	"ITGA6"	"protein_coding"	"CDS"
"chr2"	172479676	172479684	"IGF2BP1wt"	"+"	7.966666667	8.2	4.545	6.255	0	0.635	"ENSG00000091409.15"	"ITGA6"	"protein_coding"	"CDS"
"chr2"	172487399	172487407	"IGF2BP1R168C"	"+"	7.012	1.626666667	4.11	9.274	6.42	0.312	"ENSG00000091409.15"	"ITGA6"	"protein_coding"	"CDS"
"chr2"	172504722	172504730	"IGF2BP1wt"	"+"	12.32	10.78	5.1	8.175	13.5	3.21	"ENSG00000091409.15"	"ITGA6"	"protein_coding"	"3UTR"
"chr2"	172505900	172505908	"IGF2BP1R168H"	"+"	8.645	0	0.01	6.4225	9.483333333	4.648	"ENSG00000091409.15"	"ITGA6"	"protein_coding"	"3UTR"
"chr2"	172566887	172566895	"IGF2BP1wt"	"+"	5.09	10.045	1.8	1.425	3.4	2.1325	"ENSG00000152256.14"	"PDK1"	"protein_coding"	"CDS"
"chr2"	172598773	172598781	"IGF2BP1R168C"	"+"	3.9	10.312	10.95	9.17	3.68	2.53	"ENSG00000152256.14"	"PDK1"	"protein_coding"	"3UTR"
"chr2"	173358711	173358719	"IGF2BP1R168C"	"+"	1.91	0	4.425	7.226666667	3.832	8.134	"ENSG00000144354.14"	"CDCA7"	"protein_coding"	"intron"
"chr2"	173366312	173366320	"IGF2BP1R168C,IGF2BP1wt"	"+"	14.395	16.804	14.772	12.312	1.77	4.33	"ENSG00000144354.14"	"CDCA7"	"protein_coding"	"CDS"
"chr2"	173910096	173910108	"IGF2BP1R168C,IGF2BP1R168H,IGF2BP1wt"	"-"	7.12	7.148	6.465	12.93333333	8.554285714	12.79333333	"ENSG00000172845.17"	"SP3"	"protein_coding"	"CDS"
"chr2"	173955147	173955155	"IGF2BP1R168H"	"-"	13.368	10.176	13.47333333	7.521428571	10.944	4.286666667	"ENSG00000172845.17"	"SP3"	"protein_coding"	"CDS"
"chr2"	173955600	173955608	"IGF2BP1R168C,IGF2BP1wt"	"-"	21.17	10.5	22.31428571	12.565	1.616	1.991666667	"ENSG00000172845.17"	"SP3"	"protein_coding"	"CDS"
"chr2"	173955677	173955685	"IGF2BP1wt"	"-"	10.72	3.72	9.5	0.835	0	1.29	"ENSG00000172845.17"	"SP3"	"protein_coding"	"CDS"
"chr2"	174075156	174075165	"IGF2BP1R168C,IGF2BP1R168H"	"-"	43.465	59.1625	38.19428571	49.8775	31.28	29.02777778	"ENSG00000138430.16"	"OLA1"	"protein_coding"	"3UTR"
"chr2"	174081211	174081219	"IGF2BP1R168C"	"-"	20.715	4.944	9.324	7.638	2.852	4.838333333	"ENSG00000138430.16"	"OLA1"	"protein_coding"	"CDS"
"chr2"	174123634	174123647	"IGF2BP1R168C,IGF2BP1wt"	"-"	14.83384615	18.79666667	12.734	21.141	0.6254545455	7.28	"ENSG00000138430.16"	"OLA1"	"protein_coding"	"CDS"
"chr2"	174229410	174229418	"IGF2BP1wt"	"-"	15.43333333	13.688	16.785	6.8	3.206666667	0	"ENSG00000138430.16"	"OLA1"	"protein_coding"	"CDS"
"chr2"	174558019	174558030	"IGF2BP1R168C,IGF2BP1wt"	"-"	44.69333333	96.89636364	81.6975	65.38	30.77777778	55.287	"ENSG00000206965.1"	"RNU6-5P"	"snRNA"	"exon"
"chr2"	175029788	175029796	"IGF2BP1wt"	"+"	12.32	15.68	2.04	15.26	5	5.35	"ENSG00000199827.1"	"RNU6-1290P"	"snRNA"	"exon"
"chr2"	175074560	175074568	"IGF2BP1R168H"	"-"	0	1.973333333	6.293333333	4.13	7.06	3.0025	"ENSG00000115966.17"	"ATF2"	"protein_coding"	"3UTR"
"chr2"	175114800	175114808	"IGF2BP1wt"	"-"	9.516	5.168	5.52	1.7475	3.09	5.836666667	"ENSG00000115966.17"	"ATF2"	"protein_coding"	"CDS"
"chr2"	175130170	175130178	"IGF2BP1R168C"	"-"	3.728	0	9.54	4.2	3.392	0.5571428571	"ENSG00000115966.17"	"ATF2"	"protein_coding"	"CDS"
"chr2"	175178208	175178216	"IGF2BP1R168C"	"-"	45.70333333	19.92285714	18.20571429	41.70571429	6.4775	4.513333333	"ENSG00000154518.10"	"ATP5MC3"	"protein_coding"	"3UTR"
"chr2"	175179100	175179108	"IGF2BP1wt"	"-"	3.64	3.5275	0	0	14.77	6.2625	"ENSG00000154518.10"	"ATP5MC3"	"protein_coding"	"CDS"
"chr2"	176173606	176173614	"IGF2BP1R168C"	"-"	1.12	10.565	12.81	11.0125	10.78666667	5.642	"ENSG00000224189.8"	"HAGLR"	"lncRNA"	"exon"
"chr2"	176176092	176176100	"IGF2BP1wt"	"-"	7.195	7.92	3.768	0.36	0.12	6	"ENSG00000224189.8"	"HAGLR"	"lncRNA"	"exon"
"chr2"	176189956	176189964	"IGF2BP1wt"	"+"	7.405	10.35	2.67	5.156	4.108	9.046666667	"ENSG00000128645.15"	"HOXD1"	"protein_coding"	"CDS"
"chr2"	176296868	176296876	"IGF2BP1wt"	"+"	10.62	7.47	4.83	6.445	0.68	1.995	"ENSG00000128654.14"	"MTX2"	"protein_coding"	"CDS"
"chr2"	176337618	176337626	"IGF2BP1wt"	"+"	16.992	7.033333333	10.91666667	18.2925	3.026666667	3.51	"ENSG00000128654.14"	"MTX2"	"protein_coding"	"CDS"
"chr2"	177220230	177220238	"IGF2BP1R168H,IGF2BP1wt"	"+"	13.23	14.08	16.16	14.69	4.708	4.12	"ENSG00000170144.21"	"HNRNPA3"	"protein_coding"	"3UTR"
"chr2"	177220350	177220366	"IGF2BP1R168C,IGF2BP1R168H,IGF2BP1wt"	"+"	17.92909091	28.942	7.4625	23.55090909	10.43454545	5.702	"ENSG00000170144.21"	"HNRNPA3"	"protein_coding"	"3UTR"
"chr2"	177221694	177221707	"IGF2BP1R168C,IGF2BP1R168H,IGF2BP1wt"	"+"	16.94	7.294285714	10.45714286	17.47909091	4.242857143	13.79571429	"ENSG00000170144.21"	"HNRNPA3"	"protein_coding"	"3UTR"
"chr2"	177221954	177221962	"IGF2BP1R168H"	"+"	0	2.204	2.09	2.023333333	4.34	8.535	"ENSG00000170144.21"	"HNRNPA3"	"protein_coding"	"3UTR"
"chr2"	177222959	177222968	"IGF2BP1R168C,IGF2BP1wt"	"+"	14.52	12.98	10.17	6.35	1.02	0.52	"ENSG00000170144.21"	"HNRNPA3"	"protein_coding"	"3UTR"
"chr2"	177230572	177230582	"IGF2BP1R168C,IGF2BP1R168H,IGF2BP1wt"	"-"	15.824	24.735	17.79	45.4	8.32	21.53333333	"ENSG00000116044.16"	"NFE2L2"	"protein_coding"	"3UTR"
"chr2"	177230940	177230948	"IGF2BP1wt"	"-"	15.02	7.95	0.69	8.79	0	0	"ENSG00000116044.16"	"NFE2L2"	"protein_coding"	"CDS"
"chr2"	177231176	177231188	"IGF2BP1R168C,IGF2BP1R168H,IGF2BP1wt"	"-"	17.04222222	30.3	18.30857143	29.85363636	16.60545455	11.73	"ENSG00000116044.16"	"NFE2L2"	"protein_coding"	"CDS"
"chr2"	177231302	177231310	"IGF2BP1R168C"	"-"	17.07142857	7.754285714	19.08	18.704	9.152	3.02	"ENSG00000116044.16"	"NFE2L2"	"protein_coding"	"CDS"
"chr2"	177231636	177231644	"IGF2BP1wt"	"-"	38.184	52.98666667	28.98	49.25857143	15.08	9.5625	"ENSG00000116044.16"	"NFE2L2"	"protein_coding"	"CDS"
"chr2"	177231869	177231877	"IGF2BP1R168C"	"-"	10.55	16.89333333	18.852	25.396	18.13428571	6.288	"ENSG00000116044.16"	"NFE2L2"	"protein_coding"	"CDS"
"chr2"	177232430	177232439	"IGF2BP1R168C,IGF2BP1wt"	"-"	15.72	10.015	23.98	14.33	6.75	5.335714286	"ENSG00000116044.16"	"NFE2L2"	"protein_coding"	"CDS"
"chr2"	177259597	177259605	"IGF2BP1wt"	"-"	10.64	14.7	6.63	22.52666667	5	4.28	"ENSG00000116044.16"	"NFE2L2"	"protein_coding"	"intron"
"chr2"	177261919	177261927	"IGF2BP1wt"	"-"	6.024	3.426666667	1.68	4.772	1.09	0.0975	"ENSG00000116044.16"	"NFE2L2"	"protein_coding"	"intron"
"chr2"	177262213	177262226	"IGF2BP1R168H,IGF2BP1wt"	"-"	7.708	7.306666667	8.808	2.993333333	12.68	5.205	"ENSG00000116044.16"	"NFE2L2"	"protein_coding"	"intron"
"chr2"	177436846	177436854	"IGF2BP1wt"	"+"	7.813333333	12.296	6.78	0.09	0	8.25	"ENSG00000018510.18"	"AGPS"	"protein_coding"	"CDS"
"chr2"	177442462	177442478	"IGF2BP1R168C,IGF2BP1R168H,IGF2BP1wt"	"+"	6.071428571	32.78666667	12.05692308	22.04230769	20.00307692	13.08416667	"ENSG00000018510.18"	"AGPS"	"protein_coding"	"CDS"
"chr2"	177482086	177482094	"IGF2BP1wt"	"+"	7.891428571	10.89666667	1.88	12.66	0	0	"ENSG00000018510.18"	"AGPS"	"protein_coding"	"CDS"
"chr2"	177538530	177538538	"IGF2BP1R168C"	"+"	0.7333333333	5.996	10.368	6.966	1.68	1.396666667	"ENSG00000018510.18"	"AGPS"	"protein_coding"	"3UTR"
"chr2"	177538944	177538952	"IGF2BP1wt"	"+"	9.5	7.796666667	0.12	2.085	1.68	1.103333333	"ENSG00000018510.18"	"AGPS"	"protein_coding"	"3UTR"
"chr2"	179109664	179109672	"IGF2BP1R168H"	"-"	4.4	6.78	7.22	23.61333333	11	13.655	"ENSG00000187231.14"	"SESTD1"	"protein_coding"	"3UTR"
"chr2"	179132327	179132335	"IGF2BP1R168H"	"-"	3.295	2.77	4.275	9.836666667	6.786666667	5.704	"ENSG00000187231.14"	"SESTD1"	"protein_coding"	"CDS"
"chr2"	179191832	179191840	"IGF2BP1wt"	"-"	6.588	5.755	0	2.9025	9.38	2.53	"ENSG00000187231.14"	"SESTD1"	"protein_coding"	"CDS"
"chr2"	181062951	181062959	"IGF2BP1wt"	"+"	9.724	11.88	10.78	6.554	1.68	1.46	"ENSG00000170035.16"	"UBE2E3"	"protein_coding"	"3UTR"
"chr2"	181901934	181901942	"IGF2BP1wt"	"+"	16.29666667	11.83	3.653333333	13.24	0.3933333333	0	"ENSG00000138434.17"	"ITPRID2"	"protein_coding"	"CDS"
"chr2"	182718000	182718008	"IGF2BP1R168C"	"+"	2.44	9.276666667	7.2775	20.71714286	3.346666667	5.658571429	"ENSG00000077232.19"	"DNAJC10"	"protein_coding"	"5UTR"
"chr2"	182718251	182718262	"IGF2BP1R168C,IGF2BP1wt"	"+"	10.07333333	11.81555556	7.4925	22.024	0.4	0.336	"ENSG00000077232.19"	"DNAJC10"	"protein_coding"	"CDS"
"chr2"	182729930	182729938	"IGF2BP1R168C"	"+"	15.56	3.646666667	10.89142857	17.52	3.8	9.1325	"ENSG00000077232.19"	"DNAJC10"	"protein_coding"	"CDS"
"chr2"	182731036	182731044	"IGF2BP1R168C"	"+"	17.50666667	9.47	13.35	27.41	5.6	7.17	"ENSG00000077232.19"	"DNAJC10"	"protein_coding"	"CDS"
"chr2"	182741338	182741346	"IGF2BP1R168C"	"+"	13.92333333	18.38571429	12.76	17.662	5.996	1.111428571	"ENSG00000077232.19"	"DNAJC10"	"protein_coding"	"CDS"
"chr2"	182743612	182743620	"IGF2BP1wt"	"+"	29.98	19.655	26.85	10.812	5.433333333	15.326	"ENSG00000077232.19"	"DNAJC10"	"protein_coding"	"CDS"
"chr2"	182751720	182751734	"IGF2BP1R168C,IGF2BP1R168H"	"+"	11.0625	9.573333333	15.29	14.08625	3.357142857	7.201428571	"ENSG00000077232.19"	"DNAJC10"	"protein_coding"	"CDS"
"chr2"	182755052	182755060	"IGF2BP1wt"	"+"	7.685	10.46	5.244	2.565	0.3333333333	3.04	"ENSG00000077232.19"	"DNAJC10"	"protein_coding"	"CDS"
"chr2"	182756380	182756389	"IGF2BP1R168C,IGF2BP1R168H,IGF2BP1wt"	"+"	21.72	21.98333333	13.82	16.46	6.668	8.125	"ENSG00000077232.19"	"DNAJC10"	"protein_coding"	"CDS"
"chr2"	182759250	182759258	"IGF2BP1R168C"	"+"	5.9	0	8.831428571	4.806	2.59	0	"ENSG00000077232.19"	"DNAJC10"	"protein_coding"	"CDS"
"chr2"	182778056	182778064	"IGF2BP1R168H"	"+"	12.3	2.864	4.66	0.995	3.78	8.415	"ENSG00000077232.19"	"DNAJC10"	"protein_coding"	"3UTR"
"chr2"	182778464	182778472	"IGF2BP1wt"	"+"	8.38	6	0	4.81	2.846666667	0.195	"ENSG00000077232.19"	"DNAJC10"	"protein_coding"	"3UTR"
"chr2"	182924994	182925002	"IGF2BP1wt"	"-"	9.52	8.493333333	2.55	6.903333333	3	4.815	"ENSG00000061676.15"	"NCKAP1"	"protein_coding"	"3UTR"
"chr2"	182925210	182925218	"IGF2BP1R168H"	"-"	4.266666667	3.892	10.944	3.945	5.816	4.978333333	"ENSG00000061676.15"	"NCKAP1"	"protein_coding"	"3UTR"
"chr2"	182925631	182925639	"IGF2BP1R168H"	"-"	13.36	12.436	15.24	18.87666667	8.553333333	17.824	"ENSG00000061676.15"	"NCKAP1"	"protein_coding"	"3UTR"
"chr2"	182925642	182925650	"IGF2BP1wt"	"-"	19.12	15.0575	16.94	17.8775	5.12	15.47	"ENSG00000061676.15"	"NCKAP1"	"protein_coding"	"3UTR"
"chr2"	182926860	182926868	"IGF2BP1wt"	"-"	25.49333333	12.17	29.915	39.23666667	19.5	23.285	"ENSG00000061676.15"	"NCKAP1"	"protein_coding"	"CDS"
"chr2"	182928119	182928127	"IGF2BP1R168C"	"-"	10.08	13.204	31.945	23.06	3.48	4.212	"ENSG00000061676.15"	"NCKAP1"	"protein_coding"	"CDS"
"chr2"	182928139	182928147	"IGF2BP1wt"	"-"	14.57	16.944	28.79142857	7.613333333	3.72	3.564	"ENSG00000061676.15"	"NCKAP1"	"protein_coding"	"CDS"
"chr2"	182928888	182928896	"IGF2BP1R168C"	"-"	4.76	8.33	20.196	15.26	6	7.49	"ENSG00000061676.15"	"NCKAP1"	"protein_coding"	"CDS"
"chr2"	182930696	182930707	"IGF2BP1R168C,IGF2BP1R168H"	"-"	20.45333333	7.106666667	19.766	20.88833333	7	16.33	"ENSG00000061676.15"	"NCKAP1"	"protein_coding"	"CDS"
"chr2"	182934760	182934770	"IGF2BP1R168C,IGF2BP1wt"	"-"	9.853333333	5.303333333	15.78	9.62	8.16	8.805	"ENSG00000061676.15"	"NCKAP1"	"protein_coding"	"CDS"
"chr2"	182942116	182942124	"IGF2BP1R168C"	"-"	10.015	9.14	12.94	27.31428571	15.2025	14.83125	"ENSG00000061676.15"	"NCKAP1"	"protein_coding"	"CDS"
"chr2"	182942128	182942136	"IGF2BP1R168H"	"-"	1.465	0.7342857143	5.964	9.30125	21.44857143	16.90714286	"ENSG00000061676.15"	"NCKAP1"	"protein_coding"	"CDS"
"chr2"	182952852	182952860	"IGF2BP1R168C"	"-"	2.071428571	15.45666667	9.685714286	20.114	9.796666667	2.863333333	"ENSG00000061676.15"	"NCKAP1"	"protein_coding"	"CDS"
"chr2"	182953271	182953282	"IGF2BP1R168C,IGF2BP1R168H,IGF2BP1wt"	"-"	41.73142857	30.6825	24.67	34.61111111	8.27	25.73	"ENSG00000061676.15"	"NCKAP1"	"protein_coding"	"CDS"
"chr2"	182964721	182964729	"IGF2BP1R168C"	"-"	6.97	9.96	7.068	11.658	4.725	0.73	"ENSG00000061676.15"	"NCKAP1"	"protein_coding"	"CDS"
"chr2"	182964736	182964744	"IGF2BP1wt"	"-"	9.293333333	12.49	7.62	13.435	3.36	0	"ENSG00000061676.15"	"NCKAP1"	"protein_coding"	"CDS"
"chr2"	182967310	182967318	"IGF2BP1wt"	"-"	44.505	44.9075	13.91	18.2	24.54666667	20.46666667	"ENSG00000061676.15"	"NCKAP1"	"protein_coding"	"CDS"
"chr2"	182978890	182978898	"IGF2BP1R168C"	"-"	13.56666667	19.26	36.93	21.624	9.54	5.7175	"ENSG00000061676.15"	"NCKAP1"	"protein_coding"	"CDS"
"chr2"	182978903	182978911	"IGF2BP1R168H"	"-"	21.78	16.04	33.36	19.335	15.04	8.446	"ENSG00000061676.15"	"NCKAP1"	"protein_coding"	"CDS"
"chr2"	182989054	182989062	"IGF2BP1R168H"	"-"	21.51666667	18.1	1	14.64	3.753333333	3.763333333	"ENSG00000061676.15"	"NCKAP1"	"protein_coding"	"CDS"
"chr2"	182989141	182989149	"IGF2BP1R168H"	"-"	25.44	19.83333333	5.88	22.575	13.84	13.89	"ENSG00000061676.15"	"NCKAP1"	"protein_coding"	"CDS"
"chr2"	182994852	182994860	"IGF2BP1R168H"	"-"	16.025	17.44666667	0	12.18666667	32.425	16.384	"ENSG00000061676.15"	"NCKAP1"	"protein_coding"	"CDS"
"chr2"	183002183	183002191	"IGF2BP1R168C"	"-"	7.897142857	17.07714286	9.57	11.04714286	2.434285714	0	"ENSG00000061676.15"	"NCKAP1"	"protein_coding"	"CDS"
"chr2"	183002206	183002214	"IGF2BP1wt"	"-"	15.56666667	16.68666667	0	3.115	0	0	"ENSG00000061676.15"	"NCKAP1"	"protein_coding"	"CDS"
"chr2"	183003018	183003028	"IGF2BP1R168C,IGF2BP1R168H"	"-"	15.16571429	17.9025	15.396	26.5325	27.70222222	12.6	"ENSG00000061676.15"	"NCKAP1"	"protein_coding"	"CDS"
"chr2"	183003257	183003265	"IGF2BP1wt"	"-"	29.73	30.77714286	18.276	12.60166667	12.396	13.484	"ENSG00000061676.15"	"NCKAP1"	"protein_coding"	"CDS"
"chr2"	183023872	183023881	"IGF2BP1R168C,IGF2BP1R168H,IGF2BP1wt"	"-"	30.045	28.20888889	37.80857143	49.18142857	38.28333333	21.75	"ENSG00000061676.15"	"NCKAP1"	"protein_coding"	"CDS"
"chr2"	186505474	186505482	"IGF2BP1R168C"	"+"	11.676	8.057142857	3.42	15.1	1.176	0	"ENSG00000065548.18"	"ZC3H15"	"protein_coding"	"CDS"
"chr2"	186652047	186652055	"IGF2BP1wt"	"+"	11.74	12.86	10.44	14.98333333	3.513333333	3.065	"ENSG00000138448.12"	"ITGAV"	"protein_coding"	"CDS"
"chr2"	186664602	186664610	"IGF2BP1R168C"	"+"	15.04	4.003333333	8.24	9.08	6.5	4.56	"ENSG00000138448.12"	"ITGAV"	"protein_coding"	"CDS"
"chr2"	186677758	186677770	"IGF2BP1R168C,IGF2BP1R168H,IGF2BP1wt"	"+"	13.5	20.112	8.22	15.492	5.513333333	9.43625	"ENSG00000138448.12"	"ITGAV"	"protein_coding"	"3UTR"
"chr2"	186678332	186678340	"IGF2BP1wt"	"+"	20.33	12.26333333	14.45666667	17.56666667	8.524	0	"ENSG00000138448.12"	"ITGAV"	"protein_coding"	"3UTR"
"chr2"	186679242	186679250	"IGF2BP1R168H"	"+"	13.71	15.25	4.84	7.31	11.236	16.6825	"ENSG00000138448.12"	"ITGAV"	"protein_coding"	"3UTR"
"chr2"	186679798	186679806	"IGF2BP1R168C"	"+"	15.6	25.45333333	20.93666667	26.64333333	19.5	5.42	"ENSG00000138448.12"	"ITGAV"	"protein_coding"	"3UTR"
"chr2"	187464310	187464318	"IGF2BP1wt"	"-"	14.44333333	14.256	10.3425	17.79857143	5.816	1.3625	"ENSG00000003436.16"	"TFPI"	"protein_coding"	"3UTR"
"chr2"	187464541	187464549	"IGF2BP1R168C"	"-"	1.3	2.02	6.756	8.777142857	1.346666667	1.946	"ENSG00000003436.16"	"TFPI"	"protein_coding"	"3UTR"
"chr2"	187465006	187465014	"IGF2BP1wt"	"-"	21.30333333	16.848	11.34	39.026	5.012	6.18	"ENSG00000003436.16"	"TFPI"	"protein_coding"	"3UTR"
